Source,Source City,Source Country,Target,Target City,Target Country,Weight
SOV,Seldovia,USA,KEB,Nanwalek,USA,144
HOM,Homer,USA,SOV,Seldovia,USA,184
SOV,Seldovia,USA,HOM,Homer,USA,40
PGM,Port Graham,USA,HOM,Homer,USA,144
KEB,Nanwalek,USA,PGM,Port Graham,USA,144
AET,Allakaket,USA,AKP,Anaktuvuk Pass,USA,36
ANC,Anchorage,USA,GAL,Galena,USA,513
ANI,Aniak,USA,SHX,Shageluk,USA,243
BTI,Barter Island,USA,FAI,Fairbanks,USA,513
BTI,Barter Island,USA,SCC,Prudhoe Bay/Deadhorse,USA,513
FAI,Fairbanks,USA,BTI,Barter Island,USA,513
ANI,Aniak,USA,RSH,Russian Mission,USA,243
ANC,Anchorage,USA,ANI,Aniak,USA,1102
ANI,Aniak,USA,ANC,Anchorage,USA,589
ANI,Aniak,USA,HCR,Holy Cross,USA,522
ANI,Aniak,USA,BET,Bethel,USA,513
GAL,Galena,USA,ANC,Anchorage,USA,513
SHX,Shageluk,USA,ANI,Aniak,USA,522
AET,Allakaket,USA,FAI,Fairbanks,USA,90
AIN,Wainwright,USA,BRW,Barrow,USA,243
ANI,Aniak,USA,KLG,Kalskag,USA,243
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,950
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,950
ANC,Anchorage,USA,DLG,Dillingham,USA,589
DLG,Dillingham,USA,ANC,Anchorage,USA,589
GAL,Galena,USA,KYU,Koyukuk,USA,243
KYU,Koyukuk,USA,GAL,Galena,USA,243
NUI,Nuiqsut,USA,SCC,Prudhoe Bay/Deadhorse,USA,513
RBY,Ruby,USA,TAL,Tanana,USA,243
SCC,Prudhoe Bay/Deadhorse,USA,NUI,Nuiqsut,USA,513
TAL,Tanana,USA,RBY,Ruby,USA,243
BRW,Barrow,USA,NUI,Nuiqsut,USA,513
NUI,Nuiqsut,USA,BRW,Barrow,USA,513
RSH,Russian Mission,USA,KLG,Kalskag,USA,243
FAI,Fairbanks,USA,TAL,Tanana,USA,243
SCC,Prudhoe Bay/Deadhorse,USA,BTI,Barter Island,USA,513
TAL,Tanana,USA,FAI,Fairbanks,USA,243
AIN,Wainwright,USA,PIZ,Point Lay,USA,243
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,153
FAI,Fairbanks,USA,AKP,Anaktuvuk Pass,USA,117
GAL,Galena,USA,HSL,Huslia,USA,513
GAL,Galena,USA,NUL,Nulato,USA,589
HSL,Huslia,USA,GAL,Galena,USA,513
KAL,Kaltag,USA,NUL,Nulato,USA,513
AIN,Wainwright,USA,ATK,Atqasuk,USA,243
ATK,Atqasuk,USA,BRW,Barrow,USA,243
PIZ,Point Lay,USA,BRW,Barrow,USA,243
KLG,Kalskag,USA,BET,Bethel,USA,243
ANV,Anvik,USA,KGX,Grayling,USA,522
HCR,Holy Cross,USA,ANI,Aniak,USA,279
KGX,Grayling,USA,ANV,Anvik,USA,279
ANC,Anchorage,USA,FAI,Fairbanks,USA,2717
FAI,Fairbanks,USA,AET,Allakaket,USA,126
FAI,Fairbanks,USA,ANC,Anchorage,USA,2717
KGX,Grayling,USA,SHX,Shageluk,USA,522
ANC,Anchorage,USA,BET,Bethel,USA,589
BET,Bethel,USA,ANC,Anchorage,USA,1102
BET,Bethel,USA,ANI,Aniak,USA,243
FAI,Fairbanks,USA,GAL,Galena,USA,1102
GAL,Galena,USA,FAI,Fairbanks,USA,1102
GAL,Galena,USA,KAL,Kaltag,USA,513
KAL,Kaltag,USA,GAL,Galena,USA,589
BRW,Barrow,USA,AIN,Wainwright,USA,729
GAL,Galena,USA,RBY,Ruby,USA,243
KLG,Kalskag,USA,ANI,Aniak,USA,243
KYU,Koyukuk,USA,NUL,Nulato,USA,243
NUL,Nulato,USA,KAL,Kaltag,USA,243
NUL,Nulato,USA,KYU,Koyukuk,USA,243
ANV,Anvik,USA,HCR,Holy Cross,USA,279
HCR,Holy Cross,USA,ANV,Anvik,USA,522
NUL,Nulato,USA,GAL,Galena,USA,513
NUL,Nulato,USA,KAL,Kaltag,USA,589
SHX,Shageluk,USA,KGX,Grayling,USA,279
RBY,Ruby,USA,GAL,Galena,USA,243
ESD,Eastsound,USA,LPS,Lopez Island,USA,744
LPS,Lopez Island,USA,ESD,Eastsound,USA,744
FRD,Friday Harbor,USA,LPS,Lopez Island,USA,744
LPS,Lopez Island,USA,FRD,Friday Harbor,USA,744
BFI,Seattle,USA,FRD,Friday Harbor,USA,992
FRD,Friday Harbor,USA,BFI,Seattle,USA,992
KTB,Thorne Bay,USA,KTN,Ketchikan,USA,434
KTN,Ketchikan,USA,KTB,Thorne Bay,USA,434
HYL,Hollis,USA,KLW,Klawock,USA,434
KLW,Klawock,USA,HYL,Hollis,USA,434
HYL,Hollis,USA,KTN,Ketchikan,USA,434
KTN,Ketchikan,USA,HYL,Hollis,USA,434
CGA,Craig,USA,KLW,Klawock,USA,434
KLW,Klawock,USA,CGA,Craig,USA,434
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,112
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,184
KYU,Koyukuk,USA,HSL,Huslia,USA,184
RBY,Ruby,USA,KAL,Kaltag,USA,368
BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,112
FAI,Fairbanks,USA,LMA,Lake Minchumina,USA,184
GAL,Galena,USA,RBY,Ruby,USA,184
HUS,Hughes,USA,HSL,Huslia,USA,184
FAI,Fairbanks,USA,HUS,Hughes,USA,184
HSL,Huslia,USA,FAI,Fairbanks,USA,368
KAL,Kaltag,USA,NUL,Nulato,USA,368
WBQ,Beaver,USA,VEE,Venetie,USA,184
TAL,Tanana,USA,RBY,Ruby,USA,184
NUL,Nulato,USA,KYU,Koyukuk,USA,368
FAI,Fairbanks,USA,BTT,Bettles,USA,112
FAI,Fairbanks,USA,TAL,Tanana,USA,184
VEE,Venetie,USA,FYU,Fort Yukon,USA,184
EAA,Eagle,USA,FAI,Fairbanks,USA,400
FAI,Fairbanks,USA,EAA,Eagle,USA,400
FAI,Fairbanks,USA,WBQ,Beaver,USA,184
KYU,Koyukuk,USA,GAL,Galena,USA,184
LMA,Lake Minchumina,USA,FAI,Fairbanks,USA,184
FLL,Fort Lauderdale,USA,MIA,Miami,USA,95
BET,Bethel,USA,HPB,Hooper Bay,USA,140
BET,Bethel,USA,WTL,Tuntutuliak,USA,140
GAM,Gambell,USA,WAA,Wales,USA,270
WAA,Wales,USA,GAM,Gambell,USA,270
BET,Bethel,USA,EEK,Eek,USA,130
KPN,Kipnuk,USA,CYF,Chefornak,USA,140
OME,Nome,USA,SVA,Savoonga,USA,410
SVA,Savoonga,USA,OME,Nome,USA,270
WWT,Newtok,USA,NME,Nightmute,USA,130
ELI,Elim,USA,OME,Nome,USA,410
OME,Nome,USA,WMO,White Mountain,USA,410
CYF,Chefornak,USA,BET,Bethel,USA,140
GNU,Goodnews Bay,USA,PTU,Platinum,USA,130
KKH,Kongiganak,USA,KWK,Kwigillingok,USA,140
VAK,Chevak,USA,BET,Bethel,USA,140
WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,140
GAM,Gambell,USA,OME,Nome,USA,140
GAM,Gambell,USA,SVA,Savoonga,USA,270
KWN,Quinhagak,USA,GNU,Goodnews Bay,USA,130
SVA,Savoonga,USA,GAM,Gambell,USA,410
WAA,Wales,USA,OME,Nome,USA,130
OOK,Toksook Bay,USA,TNK,Tununak,USA,130
HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,140
OME,Nome,USA,TLA,Teller,USA,400
TLA,Teller,USA,KTS,Teller Mission,USA,670
TNK,Tununak,USA,BET,Bethel,USA,130
NME,Nightmute,USA,OOK,Toksook Bay,USA,130
OME,Nome,USA,SHH,Shishmaref,USA,270
SCM,Scammon Bay,USA,VAK,Chevak,USA,140
SHH,Shishmaref,USA,OME,Nome,USA,270
KWK,Kwigillingok,USA,KPN,Kipnuk,USA,140
SHH,Shishmaref,USA,WAA,Wales,USA,400
WAA,Wales,USA,SHH,Shishmaref,USA,270
KTS,Teller Mission,USA,OME,Nome,USA,270
KTS,Teller Mission,USA,SHH,Shishmaref,USA,130
KTS,Teller Mission,USA,WMO,White Mountain,USA,270
EEK,Eek,USA,KWN,Quinhagak,USA,130
DIO,Diomede Island,USA,OME,Nome,USA,270
OME,Nome,USA,DIO,Diomede Island,USA,270
BET,Bethel,USA,WWT,Newtok,USA,130
GLV,Golovin,USA,ELI,Elim,USA,680
PTU,Platinum,USA,BET,Bethel,USA,130
WMO,White Mountain,USA,GLV,Golovin,USA,680
ELI,Elim,USA,TLA,Teller,USA,270
FAI,Fairbanks,USA,TAL,Tanana,USA,92
MOU,Mountain Village,USA,PQS,Pilot Station,USA,108
RDV,Red Devil,USA,CKD,Crooked Creek,USA,52
SHG,Shungnak,USA,OBU,Kobuk,USA,56
EMK,Emmonak,USA,AUK,Alakanuk,USA,92
FYU,Fort Yukon,USA,CIK,Chalkyitsik,USA,52
HCR,Holy Cross,USA,ANV,Anvik,USA,108
SLQ,Sleetmute,USA,RDV,Red Devil,USA,52
TNK,Tununak,USA,OOK,Toksook Bay,USA,56
KVL,Kivalina,USA,WTK,Noatak,USA,52
LMA,Lake Minchumina,USA,MCG,Mcgrath,USA,32
MCG,Mcgrath,USA,LMA,Lake Minchumina,USA,32
TCT,Takotna,USA,TLJ,Tatalina,USA,52
CIK,Chalkyitsik,USA,ARC,Arctic Village,USA,52
KLG,Kalskag,USA,RSH,Russian Mission,USA,108
OTZ,Kotzebue,USA,KVL,Kivalina,USA,52
WTL,Tuntutuliak,USA,BET,Bethel,USA,92
SMK,St Michael,USA,WBB,Stebbins,USA,52
TAL,Tanana,USA,FAI,Fairbanks,USA,92
VAK,Chevak,USA,BET,Bethel,USA,92
AET,Allakaket,USA,FAI,Fairbanks,USA,56
MLL,Marshall,USA,BET,Bethel,USA,56
OBU,Kobuk,USA,OTZ,Kotzebue,USA,56
SXP,Sheldon Point,USA,EMK,Emmonak,USA,92
BET,Bethel,USA,CYF,Chefornak,USA,92
UNK,Unalakleet,USA,SKK,Shaktoolik,USA,52
ANI,Aniak,USA,KLG,Kalskag,USA,216
ANI,Aniak,USA,SLQ,Sleetmute,USA,52
FAI,Fairbanks,USA,MLY,Manley Hot Springs,USA,52
KKH,Kongiganak,USA,WTL,Tuntutuliak,USA,92
MLY,Manley Hot Springs,USA,MNT,Minto,USA,52
NUL,Nulato,USA,KAL,Kaltag,USA,92
ARC,Arctic Village,USA,VEE,Venetie,USA,52
ATT,Atmautluak,USA,MLL,Marshall,USA,56
OOK,Toksook Bay,USA,NME,Nightmute,USA,56
PQS,Pilot Station,USA,KSM,St Marys,USA,108
RBY,Ruby,USA,TAL,Tanana,USA,92
BET,Bethel,USA,ATT,Atmautluak,USA,56
ABL,Ambler,USA,SHG,Shungnak,USA,56
CHU,Chuathbaluk,USA,ANI,Aniak,USA,52
KWK,Kwigillingok,USA,KKH,Kongiganak,USA,92
MNT,Minto,USA,FAI,Fairbanks,USA,52
SCM,Scammon Bay,USA,HPB,Hooper Bay,USA,92
BET,Bethel,USA,WWT,Newtok,USA,56
KSM,St Marys,USA,MOU,Mountain Village,USA,108
KYU,Koyukuk,USA,NUL,Nulato,USA,92
OTZ,Kotzebue,USA,IAN,Kiana,USA,52
FAI,Fairbanks,USA,BTT,Bettles,USA,56
HPB,Hooper Bay,USA,VAK,Chevak,USA,92
OTZ,Kotzebue,USA,PHO,Point Hope,USA,56
OTZ,Kotzebue,USA,WLK,Selawik,USA,56
PHO,Point Hope,USA,OTZ,Kotzebue,USA,56
VEE,Venetie,USA,WBQ,Beaver,USA,52
BET,Bethel,USA,SCM,Scammon Bay,USA,92
BKC,Buckland,USA,DRG,Deering,USA,56
CKD,Crooked Creek,USA,CHU,Chuathbaluk,USA,52
GAL,Galena,USA,RBY,Ruby,USA,148
RBY,Ruby,USA,GAL,Galena,USA,148
BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,56
CYF,Chefornak,USA,KPN,Kipnuk,USA,92
GAL,Galena,USA,KYU,Koyukuk,USA,92
LVD,Lime Village,USA,MCG,Mcgrath,USA,20
MCG,Mcgrath,USA,LVD,Lime Village,USA,20
MCG,Mcgrath,USA,TCT,Takotna,USA,52
OTZ,Kotzebue,USA,ABL,Ambler,USA,56
RSH,Russian Mission,USA,ANI,Aniak,USA,108
WBQ,Beaver,USA,FAI,Fairbanks,USA,52
WLK,Selawik,USA,BKC,Buckland,USA,56
AUK,Alakanuk,USA,SXP,Sheldon Point,USA,92
EMK,Emmonak,USA,KOT,Kotlik,USA,92
KOT,Kotlik,USA,EMK,Emmonak,USA,92
KKA,Koyuk,USA,GAL,Galena,USA,52
UNK,Unalakleet,USA,SMK,St Michael,USA,52
WBB,Stebbins,USA,UNK,Unalakleet,USA,52
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,52
FAI,Fairbanks,USA,RBY,Ruby,USA,56
GAL,Galena,USA,HSL,Huslia,USA,56
KPN,Kipnuk,USA,KWK,Kwigillingok,USA,92
RBY,Ruby,USA,FAI,Fairbanks,USA,56
WTK,Noatak,USA,OTZ,Kotzebue,USA,52
TAL,Tanana,USA,RBY,Ruby,USA,92
FAI,Fairbanks,USA,LMA,Lake Minchumina,USA,52
KGX,Grayling,USA,SHX,Shageluk,USA,108
LMA,Lake Minchumina,USA,FAI,Fairbanks,USA,52
MCG,Mcgrath,USA,NIB,Nikolai,USA,108
NIB,Nikolai,USA,MCG,Mcgrath,USA,108
SHX,Shageluk,USA,ANI,Aniak,USA,108
SKK,Shaktoolik,USA,KKA,Koyuk,USA,52
TLJ,Tatalina,USA,MCG,Mcgrath,USA,52
AKP,Anaktuvuk Pass,USA,AET,Allakaket,USA,56
ANV,Anvik,USA,KGX,Grayling,USA,108
DRG,Deering,USA,OTZ,Kotzebue,USA,56
IAN,Kiana,USA,ORV,Noorvik,USA,52
ANI,Aniak,USA,HCR,Holy Cross,USA,108
HCR,Holy Cross,USA,ANI,Aniak,USA,108
KLG,Kalskag,USA,HCR,Holy Cross,USA,108
NME,Nightmute,USA,BET,Bethel,USA,56
ORV,Noorvik,USA,OTZ,Kotzebue,USA,52
WWT,Newtok,USA,TNK,Tununak,USA,56
AET,Allakaket,USA,UTO,Utopia Creek,USA,45
FAI,Fairbanks,USA,SVS,Stevens Village,USA,115
SVS,Stevens Village,USA,FAI,Fairbanks,USA,115
CHP,Circle Hot Springs,USA,CEM,Central,USA,243
FAI,Fairbanks,USA,RMP,Rampart,USA,279
HSL,Huslia,USA,HUS,Hughes,USA,243
HUS,Hughes,USA,HSL,Huslia,USA,279
CEM,Central,USA,IRC,Circle,USA,243
FAI,Fairbanks,USA,HSL,Huslia,USA,243
HSL,Huslia,USA,FAI,Fairbanks,USA,279
VEE,Venetie,USA,WBQ,Beaver,USA,243
FAI,Fairbanks,USA,HUS,Hughes,USA,477
GAL,Galena,USA,KAL,Kaltag,USA,279
HUS,Hughes,USA,FAI,Fairbanks,USA,243
KAL,Kaltag,USA,GAL,Galena,USA,243
AET,Allakaket,USA,BTT,Bettles,USA,243
CIK,Chalkyitsik,USA,FYU,Fort Yukon,USA,279
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,1080
AET,Allakaket,USA,FAI,Fairbanks,USA,198
FAI,Fairbanks,USA,AET,Allakaket,USA,288
RMP,Rampart,USA,TAL,Tanana,USA,279
ABL,Ambler,USA,OBU,Kobuk,USA,279
FAI,Fairbanks,USA,FYU,Fort Yukon,USA,992
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,992
OBU,Kobuk,USA,FAI,Fairbanks,USA,279
FAI,Fairbanks,USA,WBQ,Beaver,USA,135
GAL,Galena,USA,NUL,Nulato,USA,243
HUS,Hughes,USA,AET,Allakaket,USA,198
IRC,Circle,USA,FAI,Fairbanks,USA,243
BTT,Bettles,USA,FAI,Fairbanks,USA,486
FAI,Fairbanks,USA,BTT,Bettles,USA,279
FYU,Fort Yukon,USA,CIK,Chalkyitsik,USA,279
FYU,Fort Yukon,USA,FAI,Fairbanks,USA,1080
FAI,Fairbanks,USA,CHP,Circle Hot Springs,USA,243
AKP,Anaktuvuk Pass,USA,BTT,Bettles,USA,243
BTT,Bettles,USA,AKP,Anaktuvuk Pass,USA,279
FAI,Fairbanks,USA,GAL,Galena,USA,729
FAI,Fairbanks,USA,VEE,Venetie,USA,243
GAL,Galena,USA,FAI,Fairbanks,USA,729
SHG,Shungnak,USA,ABL,Ambler,USA,279
UTO,Utopia Creek,USA,FAI,Fairbanks,USA,45
WBQ,Beaver,USA,VEE,Venetie,USA,135
NUL,Nulato,USA,GAL,Galena,USA,279
KAL,Kaltag,USA,NUL,Nulato,USA,279
NUL,Nulato,USA,KAL,Kaltag,USA,243
WBQ,Beaver,USA,FAI,Fairbanks,USA,243
AKP,Anaktuvuk Pass,USA,FAI,Fairbanks,USA,279
FAI,Fairbanks,USA,AKP,Anaktuvuk Pass,USA,243
FAI,Fairbanks,USA,SHG,Shungnak,USA,279
FAI,Fairbanks,USA,TAL,Tanana,USA,486
TAL,Tanana,USA,FAI,Fairbanks,USA,765
VEE,Venetie,USA,FAI,Fairbanks,USA,135
TOG,Togiak,USA,DLG,Dillingham,USA,540
DLG,Dillingham,USA,KMO,Manokotak,USA,540
OME,Nome,USA,SVA,Savoonga,USA,540
TLA,Teller,USA,OME,Nome,USA,540
GLV,Golovin,USA,ELI,Elim,USA,460
GAM,Gambell,USA,OME,Nome,USA,540
KMO,Manokotak,USA,TOG,Togiak,USA,540
KTS,Teller Mission,USA,TLA,Teller,USA,540
SHH,Shishmaref,USA,KTS,Teller Mission,USA,540
OME,Nome,USA,SHH,Shishmaref,USA,540
KEK,Ekwok,USA,KNW,New Stuyahok,USA,540
OME,Nome,USA,WMO,White Mountain,USA,460
ELI,Elim,USA,OME,Nome,USA,460
KGK,Koliganek,USA,DLG,Dillingham,USA,540
WMO,White Mountain,USA,GLV,Golovin,USA,460
KNW,New Stuyahok,USA,KGK,Koliganek,USA,540
SVA,Savoonga,USA,GAM,Gambell,USA,540
DLG,Dillingham,USA,KEK,Ekwok,USA,540
BET,Bethel,USA,KPN,Kipnuk,USA,216
KPN,Kipnuk,USA,BET,Bethel,USA,216
MCO,Orlando,USA,PIE,St Petersburg (US),USA,720
MCO,Orlando,USA,PIE,St Petersburg (US),USA,2232
BRW,Barrow,USA,AIN,Wainwright,USA,405
UNK,Unalakleet,USA,WBB,Stebbins,USA,204
WBB,Stebbins,USA,UNK,Unalakleet,USA,162
SMK,St Michael,USA,UNK,Unalakleet,USA,204
UNK,Unalakleet,USA,SMK,St Michael,USA,162
GLV,Golovin,USA,OME,Nome,USA,126
OME,Nome,USA,SHH,Shishmaref,USA,27
OME,Nome,USA,UNK,Unalakleet,USA,63
OME,Nome,USA,WMO,White Mountain,USA,486
SHH,Shishmaref,USA,OME,Nome,USA,9
UNK,Unalakleet,USA,OME,Nome,USA,63
BRW,Barrow,USA,NUI,Nuiqsut,USA,405
IAN,Kiana,USA,ORV,Noorvik,USA,243
NUI,Nuiqsut,USA,BRW,Barrow,USA,405
OME,Nome,USA,KTS,Teller Mission,USA,63
ORV,Noorvik,USA,IAN,Kiana,USA,243
OTZ,Kotzebue,USA,WTK,Noatak,USA,243
SMK,St Michael,USA,WBB,Stebbins,USA,162
SMK,St Michael,USA,WBB,Stebbins,USA,180
UNK,Unalakleet,USA,SKK,Shaktoolik,USA,204
WBB,Stebbins,USA,SMK,St Michael,USA,204
WBB,Stebbins,USA,SMK,St Michael,USA,180
WTK,Noatak,USA,OTZ,Kotzebue,USA,243
AIN,Wainwright,USA,BRW,Barrow,USA,279
GAM,Gambell,USA,SVA,Savoonga,USA,450
KKA,Koyuk,USA,OME,Nome,USA,84
KKA,Koyuk,USA,OME,Nome,USA,360
OME,Nome,USA,KKA,Koyuk,USA,423
OME,Nome,USA,SHH,Shishmaref,USA,810
BKC,Buckland,USA,OTZ,Kotzebue,USA,486
KKA,Koyuk,USA,SKK,Shaktoolik,USA,105
OME,Nome,USA,SMK,St Michael,USA,180
OTZ,Kotzebue,USA,BKC,Buckland,USA,486
PHO,Point Hope,USA,PIZ,Point Lay,USA,243
PIZ,Point Lay,USA,PHO,Point Hope,USA,243
SMK,St Michael,USA,OME,Nome,USA,180
UNK,Unalakleet,USA,WBB,Stebbins,USA,180
WAA,Wales,USA,KTS,Teller Mission,USA,600
WBB,Stebbins,USA,UNK,Unalakleet,USA,180
OTZ,Kotzebue,USA,PHO,Point Hope,USA,243
PHO,Point Hope,USA,OTZ,Kotzebue,USA,243
AIN,Wainwright,USA,ATK,Atqasuk,USA,405
OME,Nome,USA,WAA,Wales,USA,9
SHH,Shishmaref,USA,OME,Nome,USA,810
SKK,Shaktoolik,USA,UNK,Unalakleet,USA,423
SVA,Savoonga,USA,GAM,Gambell,USA,72
UNK,Unalakleet,USA,SKK,Shaktoolik,USA,360
WAA,Wales,USA,OME,Nome,USA,27
ATK,Atqasuk,USA,BRW,Barrow,USA,405
OTZ,Kotzebue,USA,WLK,Selawik,USA,486
WLK,Selawik,USA,OTZ,Kotzebue,USA,486
WMO,White Mountain,USA,ELI,Elim,USA,126
KKA,Koyuk,USA,UNK,Unalakleet,USA,162
UNK,Unalakleet,USA,KKA,Koyuk,USA,42
BRW,Barrow,USA,ATK,Atqasuk,USA,279
BRW,Barrow,USA,PIZ,Point Lay,USA,243
IAN,Kiana,USA,OTZ,Kotzebue,USA,243
KVL,Kivalina,USA,WTK,Noatak,USA,243
OTZ,Kotzebue,USA,IAN,Kiana,USA,243
PIZ,Point Lay,USA,BRW,Barrow,USA,243
SHH,Shishmaref,USA,WAA,Wales,USA,27
WAA,Wales,USA,SHH,Shishmaref,USA,9
WTK,Noatak,USA,KVL,Kivalina,USA,243
BTI,Barter Island,USA,SCC,Prudhoe Bay/Deadhorse,USA,405
ELI,Elim,USA,OME,Nome,USA,360
NUI,Nuiqsut,USA,SCC,Prudhoe Bay/Deadhorse,USA,405
SCC,Prudhoe Bay/Deadhorse,USA,BTI,Barter Island,USA,405
SCC,Prudhoe Bay/Deadhorse,USA,NUI,Nuiqsut,USA,405
ELI,Elim,USA,GLV,Golovin,USA,126
GLV,Golovin,USA,ELI,Elim,USA,360
KKA,Koyuk,USA,SKK,Shaktoolik,USA,423
KVL,Kivalina,USA,OTZ,Kotzebue,USA,243
OME,Nome,USA,KKA,Koyuk,USA,105
OTZ,Kotzebue,USA,KVL,Kivalina,USA,243
SKK,Shaktoolik,USA,KKA,Koyuk,USA,360
OME,Nome,USA,WAA,Wales,USA,705
SKK,Shaktoolik,USA,KKA,Koyuk,USA,204
SKK,Shaktoolik,USA,UNK,Unalakleet,USA,105
WAA,Wales,USA,OME,Nome,USA,105
WMO,White Mountain,USA,GLV,Golovin,USA,360
ATK,Atqasuk,USA,AIN,Wainwright,USA,279
TLA,Teller,USA,OME,Nome,USA,63
KTS,Teller Mission,USA,OME,Nome,USA,600
ORV,Noorvik,USA,OTZ,Kotzebue,USA,243
OTZ,Kotzebue,USA,ORV,Noorvik,USA,243
OME,Nome,USA,SVA,Savoonga,USA,72
SVA,Savoonga,USA,OME,Nome,USA,450
KTS,Teller Mission,USA,TLA,Teller,USA,63
GAM,Gambell,USA,OME,Nome,USA,72
OME,Nome,USA,GAM,Gambell,USA,450
BET,Bethel,USA,KWK,Kwigillingok,USA,414
BET,Bethel,USA,NME,Nightmute,USA,558
ANC,Anchorage,USA,ENA,Kenai,USA,3510
ANC,Anchorage,USA,HOM,Homer,USA,1944
BET,Bethel,USA,KPN,Kipnuk,USA,558
BET,Bethel,USA,GNU,Goodnews Bay,USA,558
BET,Bethel,USA,HPB,Hooper Bay,USA,414
BET,Bethel,USA,WTL,Tuntutuliak,USA,558
CYF,Chefornak,USA,KPN,Kipnuk,USA,486
GNU,Goodnews Bay,USA,PTU,Platinum,USA,558
KPN,Kipnuk,USA,CYF,Chefornak,USA,558
KKH,Kongiganak,USA,KWK,Kwigillingok,USA,558
KWK,Kwigillingok,USA,BET,Bethel,USA,558
KWK,Kwigillingok,USA,KKH,Kongiganak,USA,414
BET,Bethel,USA,CYF,Chefornak,USA,486
BET,Bethel,USA,VAK,Chevak,USA,414
VAK,Chevak,USA,BET,Bethel,USA,972
ENA,Kenai,USA,ANC,Anchorage,USA,3510
HOM,Homer,USA,ANC,Anchorage,USA,1944
HPB,Hooper Bay,USA,VAK,Chevak,USA,972
KPN,Kipnuk,USA,BET,Bethel,USA,486
VAK,Chevak,USA,HPB,Hooper Bay,USA,414
KWN,Quinhagak,USA,EEK,Eek,USA,558
WTL,Tuntutuliak,USA,BET,Bethel,USA,414
CYF,Chefornak,USA,BET,Bethel,USA,558
BET,Bethel,USA,OOK,Toksook Bay,USA,486
NME,Nightmute,USA,OOK,Toksook Bay,USA,558
OOK,Toksook Bay,USA,BET,Bethel,USA,558
OOK,Toksook Bay,USA,TNK,Tununak,USA,486
TNK,Tununak,USA,OOK,Toksook Bay,USA,558
ANC,Anchorage,USA,ENA,Kenai,USA,10471
ENA,Kenai,USA,ANC,Anchorage,USA,10471
ADQ,Kodiak,USA,ANC,Anchorage,USA,250
ANC,Anchorage,USA,ADQ,Kodiak,USA,250
ANC,Anchorage,USA,HOM,Homer,USA,2701
HOM,Homer,USA,ANC,Anchorage,USA,2701
PTU,Platinum,USA,KWN,Quinhagak,USA,558
KKH,Kongiganak,USA,WTL,Tuntutuliak,USA,414
MYU,Mekoryuk,USA,TNK,Tununak,USA,558
TNK,Tununak,USA,MYU,Mekoryuk,USA,486
EEK,Eek,USA,BET,Bethel,USA,558
ANC,Anchorage,USA,ENA,Kenai,USA,400
ANC,Anchorage,USA,HOM,Homer,USA,250
ENA,Kenai,USA,ANC,Anchorage,USA,400
HOM,Homer,USA,ANC,Anchorage,USA,250
WTL,Tuntutuliak,USA,KKH,Kongiganak,USA,558
WWT,Newtok,USA,BET,Bethel,USA,558
ANC,Anchorage,USA,VDZ,Valdez,USA,2000
BET,Bethel,USA,MYU,Mekoryuk,USA,558
HPB,Hooper Bay,USA,SCM,Scammon Bay,USA,414
MYU,Mekoryuk,USA,BET,Bethel,USA,486
OOK,Toksook Bay,USA,WWT,Newtok,USA,558
SCM,Scammon Bay,USA,HPB,Hooper Bay,USA,558
VDZ,Valdez,USA,ANC,Anchorage,USA,2000
ADQ,Kodiak,USA,ANC,Anchorage,USA,5402
ANC,Anchorage,USA,ADQ,Kodiak,USA,5402
BET,Bethel,USA,SCM,Scammon Bay,USA,558
ANC,Anchorage,USA,VDZ,Valdez,USA,1517
VDZ,Valdez,USA,ANC,Anchorage,USA,1517
SCM,Scammon Bay,USA,BET,Bethel,USA,414
ANC,Anchorage,USA,CDV,Cordova,USA,2072
CDV,Cordova,USA,ANC,Anchorage,USA,2072
HNS,Haines,USA,JNU,Juneau,USA,1085
JNU,Juneau,USA,HNS,Haines,USA,1160
HNS,Haines,USA,SGY,Skagway,USA,1160
SGY,Skagway,USA,HNS,Haines,USA,1085
KPN,Kipnuk,USA,CYF,Chefornak,USA,104
KUK,Kasigluk,USA,BET,Bethel,USA,112
ANI,Aniak,USA,KLG,Kalskag,USA,432
ANI,Aniak,USA,CHU,Chuathbaluk,USA,216
BET,Bethel,USA,ATT,Atmautluak,USA,112
KGX,Grayling,USA,SHX,Shageluk,USA,216
RSH,Russian Mission,USA,ANI,Aniak,USA,432
SHX,Shageluk,USA,ANI,Aniak,USA,216
KWN,Quinhagak,USA,EEK,Eek,USA,112
KLG,Kalskag,USA,RSH,Russian Mission,USA,432
EEK,Eek,USA,BET,Bethel,USA,112
RDV,Red Devil,USA,SLQ,Sleetmute,USA,216
